"id","groups_count","uniq_cities","triggers_words_count","photos_count","max_percent_photos_in_day","posts_count","max_percent_posts_in_day","posts_without_views","societies_flag","group_without_photo_count","bot_flag"
1207,161,11,3,50,50,0,0,0,false,43,true
1208,151,0,2,45,11.1111116,64,3.125,0,false,4,false
1209,363,18,16,682,15.000001,824,4,0,false,61,true
1210,366,25,16,38,7.89473629,64,7.8125,0,false,50,true
1211,335,31,15,819,23.5,209,21,0,false,97,true
1212,227,22,9,3,33.3333359,34,44.1176491,0,false,70,true
1213,441,44,41,33,12.121212,53,5.6603775,1,false,116,true
1214,511,32,13,229,36,204,10,0,false,90,true
1215,1187,11,10,2136,7.50000048,9031,3,0,false,176,true
1216,394,28,25,5,40,9,22.2222233,0,false,99,true
1217,252,20,10,5,40,97,3.09278345,0,false,66,true
1218,150,12,7,0,0,2,50,0,false,49,true
1219,397,19,12,1143,7,5816,4,0,false,47,true
1220,205,12,7,18,22.2222233,12,33.3333359,0,false,44,true
1221,341,11,1,339,19,789,10,0,false,23,true
1222,38,0,2,193,34.7150269,203,11,0,false,9,false
1223,138,0,1,85,21.1764717,241,17,0,false,13,false
1224,2330,132,92,657,32,2349,15.000001,60,true,295,true
1225,496,24,24,9,11.1111116,2143,4,0,false,148,true
1226,412,32,24,0,0,17,11.7647057,0,false,109,true
1227,112,0,4,1,100,1,100,0,false,42,true
1228,185,11,6,205,17.5,465,3,0,false,23,true
1229,210,20,6,212,8.5,247,6,0,false,45,true
1230,226,0,8,43,4.65116262,380,7,0,false,46,true
1231,1738,37,15,797,9.5,1355,3,0,false,146,true
1232,503,21,18,236,29,9641,27.0000019,58,false,69,true
1233,491,15,3,33,9.090909,1282,14,0,false,40,true
1234,173,17,1,14,14.2857151,50,10,0,false,21,true
1235,244,23,7,32,12.5,258,7,0,false,65,true
1236,627,26,15,14,28.5714302,111,8,0,false,60,true
1237,992,63,37,783,38.5,465,14,0,false,231,true
1238,175,0,1,9,11.1111116,0,0,0,false,11,false
1239,181,0,1,297,13.500001,3622,55,0,false,26,true
1240,168,19,5,0,0,0,0,0,false,51,true
1241,135,0,2,7,28.5714302,244,9,0,false,18,false
1242,640,43,40,4,50,4,50,0,false,177,true
1243,273,26,5,6,100,52,51.9230766,0,false,72,true
1244,495,42,34,205,39,307,13,0,false,149,true
1245,352,26,21,72,43.0555534,49,24.4897957,0,false,92,true
1246,186,0,2,14,21.4285717,694,4,0,false,9,false
1247,883,16,2,124,16.9354839,498,5,0,false,50,true
1248,49,0,1,12,16.6666679,9,22.2222233,0,false,10,false
1249,1436,88,75,154,31.1688309,1242,9,0,false,318,true
1250,770,63,42,60,20,11,18.181818,0,false,195,true
1251,641,14,3,21,4.76190472,6,16.6666679,0,true,57,true
1252,169,0,1,172,6.97674465,4032,5,0,false,12,false
1253,261,0,2,1416,44.5,9574,11,2,false,22,false
1254,211,12,12,9,33.3333359,0,0,0,false,67,true
1255,525,12,3,174,11.4942532,1668,6,0,false,51,true
1256,104,0,3,238,6,2381,5,0,false,11,false
1257,206,0,0,163,13.496932,406,4,0,false,21,false
1258,65,0,2,8,100,2,50,0,false,15,true
1259,639,17,6,395,1.5,128,2,0,true,62,true
1260,2901,43,21,321,6,5860,5,0,false,256,true
1261,478,31,9,310,4,1531,8,0,false,95,true
1262,543,0,2,1,100,0,0,0,false,30,true
1263,78,0,1,215,17,7052,15.000001,0,true,6,false
1264,197,0,0,5,20,3848,31,0,false,28,true
1265,2236,96,82,2,50,1,100,0,false,533,true
1266,480,11,8,126,19.8412704,2157,16,0,false,66,true
1267,634,0,4,161,12.4223604,658,3,0,false,44,true
1268,291,0,3,72,9.72222233,13,15.3846159,0,false,48,true
1269,775,31,20,91,4.39560461,948,11,0,true,154,true
1270,102,0,0,165,8.48484898,389,9,0,false,6,false
1271,171,0,0,113,5.30973434,3246,2,0,false,17,false
1272,130,14,7,4,25,59,5.08474541,0,false,32,true
1273,377,23,11,399,17.5,1008,5,0,false,82,true
1274,724,14,3,2,50,2,50,0,false,74,true
1275,820,48,51,55,30.9090919,226,4,25,false,253,true
1276,570,0,0,149,10.0671139,122,15.000001,0,false,64,true
1277,80,0,5,1,100,0,0,0,false,19,false
1278,2495,36,33,0,0,4970,3,0,false,395,true
1279,1402,22,17,1978,36.5,10169,15.000001,0,true,196,true
1280,505,17,9,877,26.4999981,798,12,0,false,39,true
1281,263,24,20,30,93.3333359,21,19.0476189,0,false,51,true
1282,274,0,1,21,4.76190472,5,20,0,false,12,false
1283,1173,19,3,31,12.9032249,3,33.3333359,0,false,88,true
1284,266,0,0,54,18.5185184,187,62,0,false,27,true
1285,251,0,0,92,10.869565,1062,4,0,false,17,false
1286,1318,21,8,22,18.181818,2865,14,0,false,117,true
1287,2840,95,103,3,33.3333359,0,0,0,true,655,true
1288,2111,38,6,61,4.91803265,2482,14,56,false,190,true
1289,198,13,6,223,4.5,1108,4,0,false,57,true
1290,436,11,2,283,16,2213,3,0,false,21,true
1291,436,33,28,18,16.6666679,125,13,0,false,124,true
1292,39,0,1,0,0,1,100,0,false,9,false
1293,208,19,9,43,9.30232525,653,10,0,false,48,true
1294,288,0,3,50,10,70,4.28571463,0,false,33,true
1295,289,0,1,58,8.62068939,856,6,0,false,33,true
1296,510,0,0,2,50,909,4,0,false,26,true
1297,610,0,3,2,50,8,12.5,0,false,41,true
1298,110,0,4,38,23.6842117,937,4,0,false,24,true
1299,168,13,4,8,75,0,0,0,false,55,true
1300,810,59,45,44,40.9090919,314,12,0,false,201,true
1301,793,13,6,547,8,3434,4,0,false,58,true
1302,450,0,3,224,29,393,12,0,false,54,true
1303,238,21,9,6,33.3333359,5,20,0,false,72,true
1304,409,0,3,43,6.97674465,4041,6,0,false,26,true
1305,235,0,2,555,34.5,833,10,0,false,11,false
1306,1404,16,11,30,20,10,20,1,true,145,true
1307,75,0,5,31,9.67741871,34,8.82352924,0,false,30,true
1308,2598,42,42,155,4.51612902,12,8.33333397,0,false,431,true
1309,674,50,45,11,27.272728,129,6,0,false,193,true
1310,399,0,0,152,13.1578951,608,4,0,false,43,true
1311,179,0,0,124,4.83870935,80,3.75000024,0,false,11,false
1312,365,20,12,194,14.9484529,92,11.956522,0,false,93,true
1313,1230,66,54,54,25.9259262,787,3,0,true,299,true
1314,263,0,2,122,8.19672108,488,7,0,false,18,false
1315,620,17,3,41,9.75609684,10,10,0,true,54,true
1316,236,25,7,2,100,4,25,0,false,69,true
1317,763,19,7,174,10.9195404,3220,7,0,true,85,true
1318,147,0,6,291,51,206,5,0,false,22,false
1319,412,0,0,521,5.5,1351,3,0,false,38,true
1320,1898,28,14,9,11.1111116,17196,30.0000019,0,false,201,true
1321,120,0,4,0,0,17,94.1176453,11,false,42,true
1322,1024,12,12,777,17.5,3175,6,0,false,114,true
1323,1573,73,77,31,9.67741871,1956,29,0,false,380,true
1324,357,0,3,405,7.50000048,6661,4,32,false,36,true
1325,138,0,0,322,6.5,2349,4,0,false,10,false
1326,1562,91,95,182,7.69230795,1147,6,0,false,344,true
1327,240,11,3,147,6.8027215,542,5,0,false,26,true
1328,952,23,3,413,3,1778,6,0,false,77,true
1329,131,0,1,241,25,587,6,0,false,17,false
1330,757,16,2,26,7.69230795,680,2,0,true,67,true
1331,1877,37,29,133,54.1353416,1983,3,0,false,351,true
1332,149,0,2,2,50,1860,22,0,false,22,false
1333,943,20,7,195,2.56410265,5908,5,0,true,108,true
1334,506,0,2,113,6.19469023,10,10,0,true,31,true
1335,432,38,25,18,66.6666718,111,31,0,false,120,true
1336,435,13,6,672,2.5,2016,3,1,true,73,true
1337,247,0,1,37,18.9189186,3174,8,0,false,26,true
1338,40,0,1,72,8.33333397,31,12.9032249,0,false,8,false
1339,319,0,3,5,60.0000038,55,87.272728,0,false,36,true
1340,586,13,6,63,3.17460346,27,7.40740728,0,false,55,true
1341,1677,29,19,1944,39.5,6753,27.0000019,0,false,249,true
1342,402,14,9,33,18.181818,2123,8,0,false,47,true
1343,630,0,7,116,10.3448277,1475,76,72,true,55,true
1344,194,0,1,24,12.5,1725,4,0,false,20,false
1345,251,0,3,462,17,4523,36,0,false,23,false
1346,390,0,4,19,47.3684235,283,10,0,false,43,true
1347,109,0,2,9,55.5555573,304,15.000001,0,false,9,false
1348,308,0,1,134,3.73134327,61,4.91803265,0,true,19,false
1349,641,13,8,166,4.81927681,53,5.6603775,0,false,78,true
1350,660,12,1,35,20,42,4.76190472,0,false,70,true
1351,90,0,5,0,0,0,0,0,false,26,true
1352,940,48,35,722,30.5,477,5,0,false,189,true
1353,395,0,5,256,24.5,106,5,0,false,62,true
1354,262,27,8,0,0,1,100,0,false,74,true
1355,1076,11,8,16,6.25,3317,3,0,false,97,true
1356,361,0,1,680,8,3189,19,0,false,46,true
1357,305,18,14,1374,4.5,552,4,0,false,62,true
1358,433,33,32,2,50,6,33.3333359,0,false,136,true
1359,1105,17,8,13,7.69230795,2155,3,0,false,101,true
1360,73,0,1,150,16.6666679,182,8,0,false,20,false
1361,4891,73,37,143,39.1608391,24285,57,0,true,525,true
1362,374,35,4,1881,8,6199,7,0,false,18,true
1363,1061,22,21,263,5,4238,10,0,false,176,true
1364,1758,21,4,329,22,2198,3,0,false,114,true
1365,1445,33,16,418,5,7877,6,0,false,135,true
1366,244,16,9,81,12.3456793,32,12.5,0,false,78,true
1367,1064,19,6,1,100,0,0,0,false,155,true
1368,419,21,9,98,11.2244892,194,4,0,false,60,true
1369,131,0,6,30,60.0000038,73,24.6575336,0,false,28,true
1370,531,0,4,1,100,0,0,0,false,61,true
1371,2448,31,21,11,9.090909,2,50,0,true,304,true
1372,71,0,0,6,33.3333359,23,17.391304,0,false,5,false
1373,1632,35,8,21,23.8095245,7,14.2857151,0,false,201,true
1374,1269,19,22,490,5.5,82,4.87804842,0,false,199,true
1375,114,11,6,49,24.4897957,17,5.88235283,0,false,20,true
1376,54,0,0,29,24.1379299,142,4,0,false,1,false
1377,50,0,1,16,18.75,211,19,0,false,8,false
1378,1218,20,6,416,3,4744,4,0,false,133,true
1379,1261,65,63,201,12.5,159,15.000001,0,false,289,true
1380,569,0,0,71,57.7464752,17298,10,0,false,62,true
1381,774,13,10,955,34,16774,4,0,false,97,true
1382,4745,185,302,4,100,2768,13,4,false,1101,true
1383,712,53,27,281,8.5,468,8,0,false,187,true
1384,486,15,12,62,22.5806446,1405,3,0,false,90,true
1385,1559,20,7,276,14,4851,23,0,true,186,true
1386,139,0,8,6,50,197,6,2,false,24,true
1387,142,0,9,158,6.32911396,190,10,0,false,28,true
1388,318,16,9,27,25.9259262,109,4,0,false,52,true
1389,465,0,2,15,13.333334,0,0,0,false,44,true
1390,2590,30,14,891,9,189,4,0,false,213,true
1391,1231,16,6,116,10.3448277,1662,3,0,true,70,true
1392,784,23,2,975,4,6632,3,0,false,91,true
1393,323,0,4,17,11.7647057,3,33.3333359,0,false,33,true
1394,131,11,8,4,25,28,14.2857151,0,false,26,true
1395,1879,48,25,286,5.5,12,8.33333397,0,false,266,true
1396,1072,16,20,24,37.5,11,18.181818,0,false,115,true
1397,16,0,0,73,21.9178085,289,35,0,false,3,false
1398,246,25,11,1,100,1,100,0,false,65,true
1399,177,0,1,1005,30.5,1449,7,0,false,11,false
1400,631,0,5,241,2,76,3.94736814,0,false,44,true
1401,3747,138,205,164,18.2926826,577,16,0,false,898,true
1402,167,14,4,68,13.2352943,23,8.69565201,0,false,40,true
1403,156,0,3,146,5.47945213,1933,22,0,true,22,false
1404,343,0,4,39,5.1282053,253,7,0,false,32,true
1405,2025,39,27,147,2.72108841,6969,9,0,false,286,true
1406,203,20,11,2,50,141,9,0,false,54,true
1407,743,23,3,421,3,15594,22,0,false,86,true
1408,1625,52,45,32,6.25,6,16.6666679,0,false,295,true
1409,516,0,6,0,0,46,8.69565201,0,true,58,true
1410,890,13,3,13,15.3846159,8959,4,0,false,48,true
1411,250,0,0,24,4.16666698,8,12.5,0,true,15,false
1412,933,16,3,177,24.858757,9929,6,0,true,121,true
1413,1378,85,52,2,50,785,65,0,false,335,true
1414,808,13,8,22,18.181818,3439,6,0,false,68,true
1415,107,0,4,201,8,114,16,0,false,40,true
1416,1254,28,13,14,7.14285755,267,5,0,false,127,true
1417,744,15,2,1,100,2,50,0,false,56,true
1418,667,0,6,15,13.333334,5,40,0,false,80,true
1419,902,21,6,374,22.5,8013,11,0,false,73,true
1420,528,12,2,3,33.3333359,2,50,0,false,43,true
1421,610,0,1,8,12.5,17,5.88235283,0,false,40,true
1422,760,0,4,469,18.5,376,9,0,false,58,true
1423,677,21,7,15,6.66666698,7500,9,76,false,82,true
1424,133,14,2,437,15.5,2245,4,0,false,19,false
1425,148,11,8,2,50,4,25,0,false,56,true
1426,705,19,0,57,10.5263157,6246,6,0,false,72,true
1427,561,51,39,52,7.69230795,351,6,0,false,155,true
1428,189,16,13,17,52.9411774,62,6.45161247,0,false,49,true
1429,715,22,1,192,2.08333349,2664,5,0,true,87,true
1430,737,0,5,12,8.33333397,3032,4,0,false,79,true
1431,710,57,6,45,6.66666698,1471,3,0,false,53,true
1432,4,0,0,3,33.3333359,0,0,0,false,1,false
1433,382,0,3,413,2.5,435,3,0,false,32,true
1434,521,18,22,4,25,42,7.14285755,0,false,118,true
1435,93,0,2,76,50,14,14.2857151,0,false,13,false
1436,277,0,3,66,22.7272739,273,10,0,false,35,true
1437,1319,16,7,42,7.14285755,34,5.88235283,0,false,123,true
1438,878,18,6,1637,15.000001,2764,22,0,false,56,true
1439,246,27,7,2,50,1,100,0,false,54,true
1440,2557,27,10,763,4,894,3,0,false,244,true
1441,1574,40,14,870,7,22672,6,0,false,247,true
1442,1620,71,79,33,30.3030319,31,16.1290321,0,false,373,true
1443,231,0,1,0,0,1,100,0,false,30,true
1444,128,0,7,10,50,107,14,0,false,34,true
1445,808,17,24,87,44.8275871,2151,4,0,false,135,true
1446,178,0,1,451,46,3740,8,0,true,18,false
1447,245,0,1,2,50,164,13,0,false,13,false
1448,464,15,1,242,14.5,108,5,0,false,65,true
1449,1488,28,21,1,100,1,100,0,false,177,true
1450,174,0,0,60,6.66666698,326,8,0,false,27,true
1451,173,0,2,0,0,12,8.33333397,0,false,18,false
1452,162,14,8,18,22.2222233,178,5,0,false,38,true
1453,2142,36,39,97,25.7731953,5426,18,0,false,303,true
1454,997,28,8,668,6,4912,2,0,false,101,true
1455,167,0,3,139,13.6690645,167,3,0,true,24,false
1456,275,0,3,4,25,0,0,0,true,38,true
1457,262,29,15,2,100,29,68.9655151,0,false,82,true
1458,695,51,44,8,25,79,22.7848091,0,false,207,true
1459,830,48,77,1,100,53,26.4150944,0,false,248,true
1460,456,16,9,45,15.5555563,31,6.45161247,0,true,77,true
1461,810,0,6,509,22.5,9,11.1111116,0,false,72,true
1462,2810,36,15,157,3.82165623,9135,4,5,false,236,true
1463,445,0,4,44,13.636364,3,33.3333359,0,false,45,true
1464,1411,66,69,64,20.3125,3074,15.000001,0,false,323,true
1465,805,13,4,65,12.3076925,12241,5,0,true,110,true
1466,332,0,1,35,20,12,16.6666679,0,false,45,true
1467,775,12,3,17,11.7647057,15,6.66666698,0,false,74,true
1468,4544,162,259,7,28.5714302,1863,97,0,false,987,true
1469,355,11,6,150,20.666666,2013,6,0,false,43,true
1470,356,0,7,5,40,2945,25,0,false,44,true
1471,734,57,30,0,0,0,0,0,false,188,true
1472,961,47,44,11,90.9090958,9,33.3333359,0,false,207,true
1473,1030,15,2,81,11.1111116,32,18.75,0,false,103,true
1474,291,0,0,5,20,0,0,0,true,16,false
1475,389,0,8,201,3.5,315,4,0,false,30,true
1476,2373,50,47,949,10,5979,6,0,false,352,true
1477,241,11,0,451,16,3708,35,0,false,29,true
1478,1354,19,13,96,2.08333349,111,3,0,true,106,true
1479,628,31,10,69,49.2753639,3589,9,0,true,118,true
1480,596,19,15,2,50,459,21,0,false,162,true
1481,83,0,0,1,100,37,48.6486511,0,false,9,false
1482,410,0,2,34,17.6470585,6,16.6666679,0,false,39,true
1483,988,12,10,20,15.000001,0,0,0,false,83,true
1484,525,37,33,271,97,83,6.02409649,0,false,147,true
1485,471,14,15,188,11.7021275,2005,6,0,false,83,true
1486,815,13,10,0,0,3630,7,0,false,89,true
1487,134,0,1,3,33.3333359,132,14,0,false,9,false
1488,3360,56,42,16,12.5,2396,13,38,false,522,true
1489,1016,14,1,8,12.5,7924,3,0,false,97,true
1490,1748,37,19,34,8.82352924,8,12.5,0,true,122,true
1491,322,0,2,20,15.000001,900,6,0,false,24,false
1492,1042,25,5,95,5.26315784,11,9.090909,0,true,86,true
1493,966,17,5,0,0,11432,5,0,false,78,true
1494,262,21,11,193,17.616581,115,9,0,false,56,true
1495,466,0,4,9,22.2222233,642,27.0000019,0,false,51,true
1496,72,0,0,144,6.94444466,23,13.043478,0,false,5,false
1497,359,0,1,40,12.5,110,13,0,false,30,true
1498,991,16,9,933,5.5,6708,3,0,true,102,true
1499,107,0,0,271,5.5,1867,19,0,false,16,false
1500,433,0,4,73,10.9589043,134,5,5,false,40,true
1501,821,15,3,63,19.0476189,61,6.55737686,0,false,75,true
1502,402,13,1,99,24.242424,1935,7,0,false,54,true
1503,162,0,0,64,6.25,19,15.7894726,0,true,17,false
1504,110,11,6,50,58,0,0,0,false,24,true
1505,756,0,0,263,16.5,653,3,0,false,37,true
1506,755,12,21,689,17,3364,14,0,false,99,true
1507,1330,19,3,2344,31.5,4688,6,49,false,106,true
1508,282,0,0,13,15.3846159,50,52,0,false,32,true
1509,460,12,1,141,7.09219885,257,39,0,true,31,true
1510,330,32,19,1,100,22,45.4545479,0,false,100,true
1511,429,32,13,182,26.3736286,780,13,0,false,106,true
1512,2214,50,26,80,7.50000048,17,11.7647057,0,false,251,true
1513,3505,114,143,45,13.333334,25,24,0,true,711,true
1514,214,0,5,423,11.5,752,10,0,false,31,true
1515,889,49,30,1,100,342,12,0,false,195,true
1516,187,0,1,16,6.25,51,3.92156887,0,false,15,false
1517,1468,22,9,479,24.5,12562,71,0,true,165,true
1518,217,0,0,3,33.3333359,5,20,0,false,16,false
1519,748,35,32,52,11.5384617,1915,13,0,false,160,true
1520,209,0,4,2,50,2426,6,0,false,48,true
1521,237,0,0,82,3.65853643,46,6.52173901,0,true,19,false
1522,1393,27,10,2,50,1,100,0,false,145,true
1523,1153,21,3,45,4.44444466,3,33.3333359,0,false,138,true
1524,437,0,0,0,0,0,0,0,true,52,true
1525,140,0,2,32,21.875,13,7.69230795,0,false,12,false
1526,1157,29,7,34,5.88235283,12,8.33333397,0,false,106,true
1527,689,0,2,0,0,0,0,0,false,75,true
1528,557,44,36,28,64.2857132,75,6.66666698,0,false,152,true
1529,416,0,0,0,0,0,0,0,false,64,true
1530,477,47,30,15,13.333334,178,9,0,false,130,true
1531,1652,87,55,11,9.090909,497,3,0,false,376,true
1532,501,67,12,29,17.2413788,27,11.1111116,0,false,75,true
1533,679,16,5,10,20,3848,34,0,false,109,true
1534,1322,21,6,40,5,135,6,0,true,125,true
1535,880,14,22,700,12.0603018,7249,7,0,false,137,true
1536,508,0,0,14,7.14285755,3,33.3333359,0,false,58,true
1537,800,0,4,598,2.5,364,5,0,true,83,true
1538,1043,18,5,7,14.2857151,2639,16,0,true,74,true
1539,837,47,25,6,33.3333359,3,33.3333359,0,false,181,true
1540,1860,37,16,1034,15.5,11950,58.9999962,0,true,286,true
1541,1581,39,23,183,4.91803265,36851,29,0,true,263,true
1542,459,40,29,1,100,1,100,0,false,132,true
1543,654,0,2,62,4.83870935,368,3,0,false,64,true
1544,935,25,13,127,14.9606304,3527,10,0,true,109,true
1545,434,0,5,311,10,5010,26,0,false,58,true
1546,1145,33,9,68,8.82352924,110,3,0,true,171,true
1547,1627,22,5,1,100,9146,15.000001,0,false,209,true
1548,588,27,12,47,10.638298,226,5,0,false,97,true
1549,868,33,9,41,4.87804842,39,5.1282053,0,false,127,true
1550,618,0,5,720,15.000001,2486,9,0,false,66,true
1551,374,0,2,119,18.4873962,1265,7,0,true,22,false
1552,710,13,3,18,16.6666679,4507,10,0,true,68,true
1553,402,0,0,62,11.2903223,105,3,0,false,30,true
1554,330,0,5,86,50,604,9,0,false,24,true
1555,2264,30,26,17,5.88235283,7014,3,0,false,263,true
1556,260,0,3,0,0,4,25,0,false,28,true
1557,1813,47,12,152,5.92105293,174,9,0,true,240,true
1558,269,18,17,102,23.5294113,125,11,0,false,59,true
1559,216,0,1,0,0,415,7,0,false,27,true
1560,255,19,19,16,75,347,10,1,false,74,true
1561,519,15,4,1,100,1,100,0,false,93,true
1562,80,0,3,75,18.666666,112,15.000001,0,false,23,false
1563,485,0,3,4,25,5,20,0,false,33,true
1564,56,0,1,915,20,1770,13,5,false,8,false
1565,371,26,11,2,50,27,14.8148146,0,false,97,true
1566,745,16,0,6,33.3333359,0,0,0,false,76,true
1567,655,11,6,58,3.4482758,3,33.3333359,0,false,63,true
1568,265,0,1,229,1.5,358,3,0,false,9,false
1569,307,16,0,276,66,317,22,0,false,57,true
1570,378,16,4,72,9.72222233,44,34.0909081,0,false,63,true
1571,701,17,6,28,7.14285755,1995,5,0,false,102,true
1572,822,13,13,102,6.86274529,1628,6,0,false,94,true
1573,364,0,1,17,5.88235283,18,11.1111116,0,false,28,true
1574,545,41,24,48,95.8333282,48,14.583333,0,false,142,true
1575,400,39,23,25,16,142,46,0,false,126,true
1576,330,0,2,740,10.5,843,10,0,false,28,true
1577,427,14,6,306,6,1115,12,0,false,55,true
1578,322,0,0,0,0,30,10,0,true,37,true
1579,89,11,4,9,22.2222233,16,37.5,0,false,21,true
1580,559,0,0,610,8,17803,22,0,false,67,true
1581,709,27,11,16,6.25,3,33.3333359,0,false,83,true
1582,1027,16,12,53,13.2075472,2580,17,0,false,95,true
1583,775,18,4,81,8.6419754,1521,3,0,false,22,true
1584,169,0,0,43,4.65116262,53,9.43396282,0,false,17,false
1585,4,0,0,2,50,0,0,0,false,2,false
1586,129,14,5,30,23.333334,106,30.0000019,0,false,33,true
1587,1470,51,20,76,2.63157892,135,5,0,true,208,true
1588,307,18,3,31,16.1290321,6,16.6666679,0,false,44,true
1589,185,0,12,44,15.909091,276,7,0,false,36,true
1590,416,14,9,16,6.25,37,5.40540552,0,true,32,true
1591,1224,72,60,4,25,131,42,0,false,318,true
1592,428,11,4,11,9.090909,5,20,0,false,70,true
1593,1855,26,35,46,2.173913,2,50,0,true,300,true
1594,1885,106,51,4,75,371,49,0,false,368,true
1595,644,18,6,2,50,3,33.3333359,0,false,58,true
1596,67,0,0,150,23.333334,1542,20,55,false,4,false
1597,1044,31,13,29,10.3448277,5,20,0,false,144,true
1598,194,15,15,144,81.25,840,24,0,false,54,true
1599,1891,83,75,74,55.405407,319,8,0,false,390,true
1600,259,0,0,6,33.3333359,7,14.2857151,0,false,29,true
1601,65,0,1,140,14.2857151,314,18,0,false,4,false
1602,2810,51,11,18,5.55555582,5,20,0,false,330,true
1603,1764,81,119,3,33.3333359,3,66.6666718,0,false,433,true
1604,892,13,4,14,7.14285755,16,12.5,0,false,112,true
1605,818,20,12,0,0,0,0,0,false,98,true
1606,537,0,7,130,5.38461542,980,13,0,false,58,true
1607,514,0,4,190,11.0526314,6371,6,0,false,55,true
1608,361,11,5,202,7.50000048,8155,5,0,false,51,true
1609,533,46,29,15,20,74,18.9189186,0,false,149,true
1610,3318,54,61,52,3.84615397,699,5,0,false,447,true
1611,856,24,14,86,4.65116262,11,18.181818,0,false,89,true
1612,2694,41,31,76,10.5263157,5509,20,0,false,275,true
1613,460,31,28,106,21.6981125,539,33,0,false,137,true
1614,54,0,0,23,30.434782,2391,11,0,false,3,false
1615,212,0,1,27,7.40740728,15,6.66666698,0,true,15,false
1616,4561,64,60,601,5,59842,34,0,false,562,true
1617,926,23,9,124,4.03225803,164,29,0,true,137,true
1618,529,59,16,3,66.6666718,113,5,0,false,123,true
1619,2692,44,11,20,5,11,9.090909,0,false,212,true
1620,236,23,9,51,13.7254906,54,16.6666679,0,false,66,true
1621,21,0,1,185,32.9729729,72,59.7222214,0,false,7,false
1622,2629,27,90,6321,30.0000019,65,4.61538458,0,false,353,true
1623,329,28,16,25,40,31,54.8387108,0,false,89,true
1624,86,0,0,25,100,28,75,0,false,6,true
1625,2668,109,162,5,60.0000038,0,0,0,false,628,true
1626,58,0,0,92,56.5217361,219,17,0,false,10,false
1627,117,0,6,94,34.0425529,54,11.1111116,0,false,44,true
1628,568,14,3,34,8.82352924,9793,11,0,false,86,true
1629,492,0,4,24,8.33333397,648,23,0,false,61,true
1630,77,0,1,4933,27.0000019,1487,18,0,false,7,false
1631,298,0,2,120,12.5,1003,7,1,false,22,false
1632,274,0,2,168,6.54761934,13,7.69230795,0,false,34,true
1633,523,28,8,91,3.29670358,11,36.363636,0,true,82,true
1634,268,0,0,92,9.78260899,196,8,0,false,28,true
1635,3616,64,58,34,17.6470585,46,8.69565201,0,true,495,true
1636,348,0,0,33,30.3030319,497,8,0,false,27,true
1637,229,30,30,151,17.8807945,216,16,0,false,43,true
1638,161,12,7,133,20.3007526,167,12,0,false,25,true
1639,360,25,23,8,37.5,6,33.3333359,0,false,101,true
1640,453,0,0,41,7.31707287,9,11.1111116,0,false,32,true
1641,1098,14,9,2,50,11,27.272728,0,false,99,true
1642,3226,136,248,6,33.3333359,962,55,0,false,824,true
1643,4154,66,29,76,5.26315784,9211,9,0,false,380,true
1644,363,28,22,36,22.2222233,355,82,0,false,95,true
1645,1756,94,91,1,100,1012,86,0,false,412,true
1646,744,12,2,22,9.090909,971,14,0,false,74,true
1647,641,0,22,971,14.5,7850,45,0,false,102,true
1648,641,50,35,171,7.01754379,99,2.02020192,0,false,131,true
1649,4555,161,316,114,26.3157902,9555,42,0,true,1135,true
1650,848,15,4,132,4.5454545,5,20,0,false,82,true
1651,430,12,3,282,57.5,228,66,0,false,40,true
1652,483,0,0,456,6,8841,6,0,false,44,true
1653,690,19,6,11,18.181818,18,16.6666679,0,true,79,true
1654,2030,37,17,42,9.52380943,1,100,0,false,194,true
1655,106,11,6,71,98.5915451,7,28.5714302,0,false,20,true
1656,582,0,4,33,24.242424,2276,15.000001,0,false,81,true
1657,2105,52,22,27,3.70370364,4,50,0,false,364,true
1658,114,11,6,52,44.2307663,36,33.3333359,0,false,22,true
1659,129,0,1,1,100,167,20,0,false,11,false
1660,610,65,39,1,100,32,9.375,0,false,167,true
1661,1585,25,20,35,5.71428585,0,0,0,false,166,true
1662,839,15,11,924,8.5,4349,20,0,true,88,true
1663,96,0,0,138,35.5072479,467,14,0,false,15,false
1664,868,11,11,1,100,0,0,0,false,101,true
1665,84,0,0,6,16.6666679,44,6.81818199,0,false,8,false
1666,24,0,0,19,26.3157902,20,50,0,false,4,false
1667,734,14,1,157,37.5796165,22,4.5454545,0,false,42,true
1668,645,31,9,56,14.2857151,1015,14,0,false,116,true
1669,160,0,0,463,13.500001,877,14,0,false,16,false
1670,1051,50,34,1,100,553,26,0,false,233,true
1671,137,11,7,58,34.4827576,188,8,0,false,27,true
1672,135,0,0,1,100,1,100,0,false,12,false
1673,11,0,0,13,15.3846159,2,50,0,false,3,false
1674,124,0,0,38,10.5263157,116,3,0,true,12,false
1675,343,12,0,362,60.5,7028,3,0,false,15,false
1676,103,0,2,9,22.2222233,214,58.9999962,0,false,6,false
1677,1424,85,62,66,28.787878,823,26,0,false,303,true
1678,31,0,3,1,100,410,13,0,false,8,false
1679,820,18,10,310,2,8,12.5,0,true,118,true
1680,1264,26,4,128,7.08661461,15,13.333334,0,false,121,true
1681,57,0,0,41,24.3902435,381,5,25,false,2,false
1682,586,51,36,66,13.636364,441,8,0,false,169,true
1683,726,50,46,3,33.3333359,625,25,0,false,217,true
1684,340,16,3,70,5.71428585,1283,30.0000019,0,false,32,true
